"slicenum","time","condition","censor","subnum","subgroup","run","cc200_LR_Thalamus","cc200_L_Thalamus","cc200_R_Thalamus","cc200_Thalamus"
72,NA,NA,1,"7883","proband","Pulse60",100.207,100.079,100.049,100.207
73,NA,NA,1,"7883","proband","Pulse60",99.948,99.6787,99.8741,99.948
74,NA,NA,1,"7883","proband","Pulse60",99.5857,99.4877,99.5513,99.5857
75,NA,NA,1,"7883","proband","Pulse60",99.6662,99.6987,99.6295,99.6662
76,NA,NA,1,"7883","proband","Pulse60",99.6677,99.7074,99.4301,99.6677
77,NA,NA,1,"7883","proband","Pulse60",99.7186,99.7696,99.6991,99.7186
78,NA,NA,1,"7883","proband","Pulse60",99.2249,99.2031,99.2669,99.2249
79,NA,NA,1,"7883","proband","Pulse60",99.4045,99.2951,100.053,99.4045
80,NA,NA,1,"7883","proband","Pulse60",98.8987,98.6444,99.3228,98.8987
81,NA,NA,1,"7883","proband","Pulse60",99.5893,99.6671,99.5794,99.5893
82,NA,NA,1,"7883","proband","Pulse60",100.182,100.182,100.123,100.182
83,NA,NA,1,"7883","proband","Pulse60",100.224,100.453,100.071,100.224
84,NA,NA,1,"7883","proband","Pulse60",99.6463,99.6584,99.8362,99.6463
85,NA,NA,1,"7883","proband","Pulse60",99.3791,99.4012,99.6468,99.3791
86,NA,NA,1,"7883","proband","Pulse60",99.5398,99.2762,99.7977,99.5398
87,NA,NA,1,"7883","proband","Pulse60",99.8324,99.4593,100.085,99.8324
88,NA,NA,1,"7883","proband","Pulse60",100.197,100.057,100.708,100.197
89,NA,NA,1,"7883","proband","Pulse60",100.191,99.7284,100.593,100.191
90,NA,NA,1,"7883","proband","Pulse60",100.123,99.8221,100.691,100.123
91,NA,NA,1,"7883","proband","Pulse60",100.311,100.044,100.794,100.311
92,NA,NA,1,"7883","proband","Pulse60",100.537,100.482,100.566,100.537
93,NA,NA,1,"7883","proband","Pulse60",100.008,99.7225,100.316,100.008
94,NA,NA,1,"7883","proband","Pulse60",100.357,100.448,100.311,100.357
95,NA,NA,1,"7883","proband","Pulse60",100.478,100.575,100.78,100.478
96,NA,NA,1,"7883","proband","Pulse60",99.8584,99.3234,100.261,99.8584
97,NA,NA,1,"7883","proband","Pulse60",100.547,100.445,100.741,100.547
98,NA,NA,1,"7883","proband","Pulse60",99.8283,99.161,100.326,99.8283
99,NA,NA,1,"7883","proband","Pulse60",99.8337,99.3153,99.8351,99.8337
100,NA,NA,1,"7883","proband","Pulse60",99.7981,99.6387,100.032,99.7981
101,NA,NA,1,"7883","proband","Pulse60",99.5358,99.0807,99.8436,99.5358
102,NA,NA,1,"7883","proband","Pulse60",99.6565,99.4203,99.6543,99.6565
103,NA,NA,1,"7883","proband","Pulse60",99.8898,99.8724,99.7713,99.8898
104,NA,NA,1,"7883","proband","Pulse60",99.9388,99.9992,100.001,99.9388
105,NA,NA,1,"7883","proband","Pulse60",99.5561,99.2724,99.8189,99.5561
106,NA,NA,1,"7883","proband","Pulse60",99.6809,99.3671,99.8086,99.6809
107,NA,NA,1,"7883","proband","Pulse60",99.859,99.7427,99.7569,99.859
108,NA,NA,1,"7883","proband","Pulse60",100.077,100.125,99.8142,100.077
109,NA,NA,1,"7883","proband","Pulse60",99.7758,100.06,99.606,99.7758
110,NA,NA,1,"7883","proband","Pulse60",99.5241,99.1568,99.8992,99.5241
111,NA,NA,1,"7883","proband","Pulse60",99.758,99.2394,99.9327,99.758
112,NA,NA,1,"7883","proband","Pulse60",100.557,100.543,100.269,100.557
113,NA,NA,1,"7883","proband","Pulse60",100.019,99.9659,100.293,100.019
114,NA,NA,1,"7883","proband","Pulse60",99.9777,99.8168,100.019,99.9777
115,NA,NA,1,"7883","proband","Pulse60",100.189,100.191,100.276,100.189
116,NA,NA,1,"7883","proband","Pulse60",100.076,99.9765,100.083,100.076
117,NA,NA,1,"7883","proband","Pulse60",100.017,99.8114,100.299,100.017
118,NA,NA,1,"7883","proband","Pulse60",99.6176,99.4936,99.722,99.6176
119,NA,NA,1,"7883","proband","Pulse60",99.8689,99.7812,99.6999,99.8689
120,NA,NA,1,"7883","proband","Pulse60",100.04,99.6124,100.114,100.04
121,NA,NA,1,"7883","proband","Pulse60",100.479,100.501,100.328,100.479
122,NA,NA,1,"7883","proband","Pulse60",100.246,100.486,99.5853,100.246
123,NA,NA,1,"7883","proband","Pulse60",99.9933,100.127,99.5274,99.9933
124,NA,NA,1,"7883","proband","Pulse60",99.7599,100.145,99.0274,99.7599
125,NA,NA,1,"7883","proband","Pulse60",100.109,100.453,99.4969,100.109
126,NA,NA,1,"7883","proband","Pulse60",100.28,100.29,99.8809,100.28
127,NA,NA,1,"7883","proband","Pulse60",99.9634,99.7891,99.7624,99.9634
128,NA,NA,1,"7883","proband","Pulse60",100.087,99.8948,100.159,100.087
129,NA,NA,1,"7883","proband","Pulse60",99.8348,99.526,100.175,99.8348
130,NA,NA,1,"7883","proband","Pulse60",99.9741,99.3591,100.232,99.9741
131,NA,NA,1,"7883","proband","Pulse60",100.669,100.404,100.739,100.669
132,NA,NA,1,"7883","proband","Pulse60",99.955,99.5047,100.312,99.955
1,NA,NA,1,"7916","proband","Pulse60",99.3437,99.1055,99.6661,99.3437
2,NA,NA,1,"7916","proband","Pulse60",99.8785,99.8007,100.087,99.8785
3,NA,NA,1,"7916","proband","Pulse60",99.6616,99.2836,99.4951,99.6616
4,NA,NA,1,"7916","proband","Pulse60",99.5105,99.2717,99.4769,99.5105
5,NA,NA,0,"7916","proband","Pulse60",99.6418,99.0806,99.6194,99.6418
6,NA,NA,0,"7916","proband","Pulse60",99.6265,99.6258,99.6277,99.6265
7,NA,NA,1,"7916","proband","Pulse60",100.057,99.5885,99.6772,100.057
8,NA,NA,1,"7916","proband","Pulse60",99.5706,99.2072,99.5448,99.5706
9,NA,NA,1,"7916","proband","Pulse60",99.3482,98.848,100.196,99.3482
10,NA,NA,1,"7916","proband","Pulse60",100.208,100.332,99.9467,100.208
11,NA,NA,1,"7916","proband","Pulse60",99.8417,100.234,99.6167,99.8417
12,NA,NA,1,"7916","proband","Pulse60",100.331,99.9756,99.8838,100.331
13,NA,NA,1,"7916","proband","Pulse60",99.573,99.3108,99.7086,99.573
14,NA,NA,1,"7916","proband","Pulse60",99.8119,99.4424,99.8259,99.8119
15,NA,NA,1,"7916","proband","Pulse60",100.192,100.34,99.8977,100.192
16,NA,NA,1,"7916","proband","Pulse60",100.476,100.557,100.026,100.476
17,NA,NA,1,"7916","proband","Pulse60",100.139,99.5454,100.161,100.139
18,NA,NA,1,"7916","proband","Pulse60",100.82,100.654,100.295,100.82
19,NA,NA,1,"7916","proband","Pulse60",100.08,100.198,100.17,100.08
20,NA,NA,1,"7916","proband","Pulse60",100.162,100.126,99.9883,100.162
21,NA,NA,1,"7916","proband","Pulse60",100.262,100.26,100.333,100.262
22,NA,NA,1,"7916","proband","Pulse60",100.248,100.328,99.8618,100.248
23,NA,NA,1,"7916","proband","Pulse60",100.121,99.8516,99.8937,100.121
24,NA,NA,1,"7916","proband","Pulse60",100.142,100.015,99.8118,100.142
25,NA,NA,1,"7916","proband","Pulse60",99.9711,99.6813,99.8898,99.9711
26,NA,NA,1,"7916","proband","Pulse60",99.6053,99.5347,99.7596,99.6053
27,NA,NA,1,"7916","proband","Pulse60",99.9623,99.9463,99.8893,99.9623
28,NA,NA,1,"7916","proband","Pulse60",100.216,100.27,100.002,100.216
29,NA,NA,1,"7916","proband","Pulse60",100.291,100.931,100.166,100.291
30,NA,NA,1,"7916","proband","Pulse60",100.362,100.99,100.038,100.362
31,NA,NA,1,"7916","proband","Pulse60",99.8754,99.8047,100.152,99.8754
32,NA,NA,1,"7916","proband","Pulse60",99.5475,99.6394,99.6482,99.5475
33,NA,NA,1,"7916","proband","Pulse60",99.9267,99.7731,99.8527,99.9267
34,NA,NA,1,"7916","proband","Pulse60",99.8538,99.8119,99.7466,99.8538
35,NA,NA,1,"7916","proband","Pulse60",99.2352,99.2839,99.3449,99.2352
36,NA,NA,1,"7916","proband","Pulse60",99.5387,99.6698,99.7351,99.5387
37,NA,NA,1,"7916","proband","Pulse60",100.013,99.9473,99.8861,100.013
38,NA,NA,1,"7916","proband","Pulse60",100.421,100.904,100.114,100.421
39,NA,NA,1,"7916","proband","Pulse60",99.8513,99.8331,99.9865,99.8513
40,NA,NA,1,"7916","proband","Pulse60",100.128,100.261,99.8941,100.128
41,NA,NA,1,"7916","proband","Pulse60",100.189,100.192,100.387,100.189
42,NA,NA,1,"7916","proband","Pulse60",100.469,100.995,99.917,100.469
43,NA,NA,1,"7916","proband","Pulse60",99.9352,99.4658,99.7028,99.9352
44,NA,NA,1,"7916","proband","Pulse60",99.717,99.3262,99.7728,99.717
45,NA,NA,1,"7916","proband","Pulse60",100.46,100.299,100.087,100.46
46,NA,NA,1,"7916","proband","Pulse60",100.333,100.187,100.214,100.333
47,NA,NA,1,"7916","proband","Pulse60",100.134,100.395,99.9088,100.134
48,NA,NA,1,"7916","proband","Pulse60",100.488,100.562,100.149,100.488
49,NA,NA,1,"7916","proband","Pulse60",100.163,100.178,99.8518,100.163
50,NA,NA,1,"7916","proband","Pulse60",99.5144,99.4515,99.8108,99.5144
51,NA,NA,1,"7916","proband","Pulse60",99.7245,99.9696,99.6394,99.7245
52,NA,NA,1,"7916","proband","Pulse60",99.5524,99.7137,99.2393,99.5524
53,NA,NA,1,"7916","proband","Pulse60",100.293,100.288,100.073,100.293
54,NA,NA,1,"7916","proband","Pulse60",100.261,100.394,99.8098,100.261
55,NA,NA,1,"7916","proband","Pulse60",99.8842,100.276,99.7359,99.8842
56,NA,NA,1,"7916","proband","Pulse60",100.188,100.675,99.6282,100.188
57,NA,NA,1,"7916","proband","Pulse60",99.9676,100.232,100.31,99.9676
58,NA,NA,1,"7916","proband","Pulse60",100.294,100.16,100.366,100.294
59,NA,NA,1,"7916","proband","Pulse60",99.7479,99.6971,100.078,99.7479
60,NA,NA,1,"7916","proband","Pulse60",99.643,99.6041,99.8046,99.643
61,NA,NA,1,"7916","proband","Pulse60",99.1864,98.8407,99.4389,99.1864
62,NA,NA,1,"7916","proband","Pulse60",99.7245,99.4672,99.5622,99.7245
63,NA,NA,1,"7916","proband","Pulse60",100.381,100.588,99.9619,100.381
64,NA,NA,1,"7916","proband","Pulse60",99.8986,99.8062,99.7196,99.8986
65,NA,NA,1,"7916","proband","Pulse60",99.8638,100.377,99.9166,99.8638
66,NA,NA,1,"7916","proband","Pulse60",100.107,100.087,99.6704,100.107
67,NA,NA,1,"7916","proband","Pulse60",99.8944,100.188,99.8693,99.8944
68,NA,NA,1,"7916","proband","Pulse60",99.7158,99.4959,99.8305,99.7158
69,NA,NA,1,"7916","proband","Pulse60",99.9972,99.8635,100.084,99.9972
70,NA,NA,1,"7916","proband","Pulse60",99.9736,99.7744,99.8229,99.9736
71,NA,NA,1,"7916","proband","Pulse60",100.395,100.471,100.212,100.395
72,NA,NA,1,"7916","proband","Pulse60",100.008,99.7969,99.7915,100.008
73,NA,NA,1,"7916","proband","Pulse60",100.041,100.191,99.8989,100.041
74,NA,NA,1,"7916","proband","Pulse60",99.4385,99.4864,99.7986,99.4385
75,NA,NA,0,"7916","proband","Pulse60",99.7094,99.7684,99.7234,99.7094
76,NA,NA,0,"7916","proband","Pulse60",100.544,100.872,100.484,100.544
77,NA,NA,1,"7916","proband","Pulse60",100.779,101.203,100.407,100.779
78,NA,NA,1,"7916","proband","Pulse60",100.376,100.531,100.378,100.376
79,NA,NA,1,"7916","proband","Pulse60",100.227,100.733,100.497,100.227
80,NA,NA,1,"7916","proband","Pulse60",100.129,100.285,100.044,100.129
81,NA,NA,1,"7916","proband","Pulse60",99.7247,99.9756,100.098,99.7247
82,NA,NA,1,"7916","proband","Pulse60",100.029,100.203,100.121,100.029
83,NA,NA,1,"7916","proband","Pulse60",99.6857,99.7475,99.8426,99.6857
84,NA,NA,1,"7916","proband","Pulse60",99.8796,99.9863,99.7399,99.8796
85,NA,NA,1,"7916","proband","Pulse60",100.077,100.327,100.252,100.077
86,NA,NA,1,"7916","proband","Pulse60",100.568,101.057,100.565,100.568
87,NA,NA,1,"7916","proband","Pulse60",100.326,100.501,100.144,100.326
88,NA,NA,1,"7916","proband","Pulse60",99.978,100.176,100.066,99.978
89,NA,NA,1,"7916","proband","Pulse60",100.14,100.559,99.8711,100.14
90,NA,NA,1,"7916","proband","Pulse60",100.157,100.098,100.016,100.157
91,NA,NA,1,"7916","proband","Pulse60",100.206,100.285,100.303,100.206
92,NA,NA,1,"7916","proband","Pulse60",100.124,100.224,99.9893,100.124
93,NA,NA,1,"7916","proband","Pulse60",100.524,100.713,100.422,100.524
94,NA,NA,1,"7916","proband","Pulse60",99.6707,99.4929,99.7803,99.6707
95,NA,NA,1,"7916","proband","Pulse60",100.531,100.643,100.55,100.531
96,NA,NA,1,"7916","proband","Pulse60",100.779,100.982,100.624,100.779
97,NA,NA,1,"7916","proband","Pulse60",100.662,100.76,100.381,100.662
98,NA,NA,1,"7916","proband","Pulse60",99.7414,100.058,99.8948,99.7414
99,NA,NA,1,"7916","proband","Pulse60",100.184,100.549,100.236,100.184
100,NA,NA,1,"7916","proband","Pulse60",100.462,100.735,100.213,100.462
101,NA,NA,1,"7916","proband","Pulse60",100.442,100.808,100.378,100.442
102,NA,NA,1,"7916","proband","Pulse60",99.7786,100.685,100.009,99.7786
103,NA,NA,1,"7916","proband","Pulse60",99.6438,99.8185,99.6764,99.6438
104,NA,NA,1,"7916","proband","Pulse60",99.1265,99.2834,99.7188,99.1265
105,NA,NA,1,"7916","proband","Pulse60",99.6345,99.8383,99.8766,99.6345
106,NA,NA,1,"7916","proband","Pulse60",100.218,100.795,100.148,100.218
107,NA,NA,1,"7916","proband","Pulse60",100.187,100.413,100.419,100.187
108,NA,NA,1,"7916","proband","Pulse60",100.358,99.9913,100.259,100.358
109,NA,NA,1,"7916","proband","Pulse60",99.9285,99.5318,100.22,99.9285
110,NA,NA,1,"7916","proband","Pulse60",99.4579,99.1128,99.9037,99.4579
111,NA,NA,1,"7916","proband","Pulse60",99.595,99.3787,100.041,99.595
112,NA,NA,1,"7916","proband","Pulse60",99.6441,99.4248,99.7372,99.6441
113,NA,NA,1,"7916","proband","Pulse60",100.224,100.048,100.16,100.224
114,NA,NA,1,"7916","proband","Pulse60",100.039,99.7356,99.8045,100.039
115,NA,NA,1,"7916","proband","Pulse60",100.048,99.5828,100.284,100.048
116,NA,NA,1,"7916","proband","Pulse60",99.5727,99.238,99.8925,99.5727
117,NA,NA,1,"7916","proband","Pulse60",99.7319,99.3596,99.9941,99.7319
118,NA,NA,1,"7916","proband","Pulse60",99.901,99.7096,100.045,99.901
119,NA,NA,1,"7916","proband","Pulse60",100.228,100.161,100.064,100.228
120,NA,NA,1,"7916","proband","Pulse60",100.156,99.5156,100.186,100.156
121,NA,NA,1,"7916","proband","Pulse60",100.37,100.177,100.147,100.37
122,NA,NA,1,"7916","proband","Pulse60",99.9773,99.4551,100.168,99.9773
123,NA,NA,1,"7916","proband","Pulse60",99.1679,98.8544,99.8372,99.1679
124,NA,NA,1,"7916","proband","Pulse60",99.7808,99.5118,100.015,99.7808
125,NA,NA,1,"7916","proband","Pulse60",99.7409,99.1441,100.232,99.7409
126,NA,NA,1,"7916","proband","Pulse60",99.8305,99.6263,100.358,99.8305
127,NA,NA,1,"7916","proband","Pulse60",100.168,100.326,100.564,100.168
128,NA,NA,1,"7916","proband","Pulse60",99.7677,99.4301,100.148,99.7677
129,NA,NA,1,"7916","proband","Pulse60",99.9477,99.7914,100.412,99.9477
130,NA,NA,1,"7916","proband","Pulse60",100.365,100.521,100.683,100.365
131,NA,NA,1,"7916","proband","Pulse60",100.147,100.354,100.615,100.147
132,NA,NA,1,"7916","proband","Pulse60",100.184,100.152,100.385,100.184
1,NA,NA,1,"7925","proband","Pulse60",99.4486,99.667,98.9361,99.4486
2,NA,NA,1,"7925","proband","Pulse60",99.6075,99.7194,99.3263,99.6075
3,NA,NA,1,"7925","proband","Pulse60",100.015,100.068,99.7128,100.015
4,NA,NA,1,"7925","proband","Pulse60",99.6392,100.033,99.0613,99.6392
5,NA,NA,1,"7925","proband","Pulse60",99.6218,99.7432,99.4069,99.6218
6,NA,NA,1,"7925","proband","Pulse60",99.3773,99.4221,99.1509,99.3773
7,NA,NA,1,"7925","proband","Pulse60",99.368,99.5269,99.2413,99.368
8,NA,NA,1,"7925","proband","Pulse60",99.1981,99.2632,98.961,99.1981
9,NA,NA,1,"7925","proband","Pulse60",99.3148,99.3944,98.8334,99.3148
10,NA,NA,1,"7925","proband","Pulse60",99.6109,99.9641,99.3756,99.6109
11,NA,NA,1,"7925","proband","Pulse60",99.3151,99.5518,99.2264,99.3151
12,NA,NA,1,"7925","proband","Pulse60",99.8043,100.166,99.5263,99.8043
13,NA,NA,1,"7925","proband","Pulse60",99.6086,99.8716,98.9824,99.6086
14,NA,NA,1,"7925","proband","Pulse60",99.1709,99.3694,98.8949,99.1709
15,NA,NA,1,"7925","proband","Pulse60",99.7533,99.7521,99.5592,99.7533
16,NA,NA,1,"7925","proband","Pulse60",99.8382,99.973,99.519,99.8382
17,NA,NA,1,"7925","proband","Pulse60",99.6759,99.9169,99.5033,99.6759
18,NA,NA,1,"7925","proband","Pulse60",99.733,100.013,99.5628,99.733
19,NA,NA,1,"7925","proband","Pulse60",99.5159,100.094,99.4861,99.5159
20,NA,NA,1,"7925","proband","Pulse60",99.9521,100.234,99.8463,99.9521
21,NA,NA,1,"7925","proband","Pulse60",99.9936,100.655,99.6109,99.9936
22,NA,NA,1,"7925","proband","Pulse60",100.039,100.001,100.025,100.039
23,NA,NA,1,"7925","proband","Pulse60",99.8641,100.207,99.8952,99.8641
24,NA,NA,1,"7925","proband","Pulse60",99.9572,100.164,99.9375,99.9572
25,NA,NA,1,"7925","proband","Pulse60",100.005,100.431,99.6131,100.005
26,NA,NA,1,"7925","proband","Pulse60",99.878,100.431,99.6199,99.878
27,NA,NA,1,"7925","proband","Pulse60",99.5974,99.6257,99.4624,99.5974
28,NA,NA,1,"7925","proband","Pulse60",99.431,99.7647,99.4766,99.431
29,NA,NA,1,"7925","proband","Pulse60",99.4227,99.6843,99.2488,99.4227
30,NA,NA,1,"7925","proband","Pulse60",100.118,100.541,100.157,100.118
31,NA,NA,1,"7925","proband","Pulse60",100.134,100.611,99.9644,100.134
32,NA,NA,1,"7925","proband","Pulse60",100.118,100.512,99.7524,100.118
33,NA,NA,1,"7925","proband","Pulse60",100.1,99.9587,100.046,100.1
34,NA,NA,1,"7925","proband","Pulse60",99.7368,100.003,99.5748,99.7368
35,NA,NA,1,"7925","proband","Pulse60",99.3179,99.2555,99.3589,99.3179
36,NA,NA,1,"7925","proband","Pulse60",99.3333,99.5735,99.1622,99.3333
37,NA,NA,1,"7925","proband","Pulse60",99.5033,99.6103,99.5019,99.5033
38,NA,NA,1,"7925","proband","Pulse60",99.58,99.6633,99.4678,99.58
39,NA,NA,1,"7925","proband","Pulse60",100.165,100.451,99.9154,100.165
40,NA,NA,1,"7925","proband","Pulse60",100.161,100.394,99.6717,100.161
41,NA,NA,1,"7925","proband","Pulse60",100.165,100.407,99.8186,100.165
42,NA,NA,1,"7925","proband","Pulse60",99.98,100.293,99.553,99.98
43,NA,NA,1,"7925","proband","Pulse60",99.9033,99.9924,99.9953,99.9033
44,NA,NA,1,"7925","proband","Pulse60",100.063,99.9076,100.149,100.063
45,NA,NA,1,"7925","proband","Pulse60",99.8557,100.052,99.984,99.8557
46,NA,NA,1,"7925","proband","Pulse60",100.018,100.19,99.7738,100.018
47,NA,NA,1,"7925","proband","Pulse60",99.6779,100.072,99.7185,99.6779
48,NA,NA,1,"7925","proband","Pulse60",99.7342,99.7565,99.7216,99.7342
49,NA,NA,1,"7925","proband","Pulse60",99.8643,100.046,99.9447,99.8643
50,NA,NA,1,"7925","proband","Pulse60",99.9351,100.184,99.4613,99.9351
51,NA,NA,1,"7925","proband","Pulse60",99.0073,99.2647,99.1152,99.0073
52,NA,NA,1,"7925","proband","Pulse60",99.4306,99.4172,99.5542,99.4306
53,NA,NA,1,"7925","proband","Pulse60",99.4799,99.3275,99.8464,99.4799
54,NA,NA,1,"7925","proband","Pulse60",100.044,99.9635,99.6157,100.044
55,NA,NA,1,"7925","proband","Pulse60",100.194,100.265,100.156,100.194
56,NA,NA,1,"7925","proband","Pulse60",99.5074,99.5025,99.7196,99.5074
57,NA,NA,1,"7925","proband","Pulse60",98.777,98.6417,99.0357,98.777
58,NA,NA,1,"7925","proband","Pulse60",99.1089,98.968,98.9712,99.1089
59,NA,NA,1,"7925","proband","Pulse60",99.6424,99.6468,100.048,99.6424
60,NA,NA,1,"7925","proband","Pulse60",100.491,100.887,100.335,100.491
61,NA,NA,1,"7925","proband","Pulse60",99.9388,99.8406,100.027,99.9388
62,NA,NA,1,"7925","proband","Pulse60",100.054,100.182,100,100.054
63,NA,NA,1,"7925","proband","Pulse60",100.339,100.291,100.343,100.339
64,NA,NA,1,"7925","proband","Pulse60",100.423,100.253,100.425,100.423
65,NA,NA,1,"7925","proband","Pulse60",100.229,100.297,100.292,100.229
66,NA,NA,1,"7925","proband","Pulse60",100.135,100.221,99.8869,100.135
67,NA,NA,1,"7925","proband","Pulse60",100.064,100.386,100.121,100.064
68,NA,NA,1,"7925","proband","Pulse60",99.8726,99.7951,99.857,99.8726
69,NA,NA,1,"7925","proband","Pulse60",100.143,100.177,100.336,100.143
70,NA,NA,1,"7925","proband","Pulse60",100.361,100.472,100.067,100.361
71,NA,NA,1,"7925","proband","Pulse60",100.34,100.6,100.362,100.34
72,NA,NA,1,"7925","proband","Pulse60",100.302,100.462,99.9705,100.302
73,NA,NA,1,"7925","proband","Pulse60",99.9773,99.9957,99.9847,99.9773
74,NA,NA,1,"7925","proband","Pulse60",100.071,100.018,100.098,100.071
75,NA,NA,1,"7925","proband","Pulse60",99.4012,99.5549,99.7799,99.4012
76,NA,NA,1,"7925","proband","Pulse60",100.179,100.204,100.263,100.179
77,NA,NA,1,"7925","proband","Pulse60",99.6691,99.3975,100.003,99.6691
78,NA,NA,1,"7925","proband","Pulse60",100.03,99.9829,100.099,100.03
79,NA,NA,1,"7925","proband","Pulse60",100.027,99.7567,100.153,100.027
80,NA,NA,1,"7925","proband","Pulse60",99.6217,99.5218,99.4974,99.6217
81,NA,NA,1,"7925","proband","Pulse60",99.8436,99.715,99.9994,99.8436
82,NA,NA,1,"7925","proband","Pulse60",99.6201,99.6321,99.5473,99.6201
83,NA,NA,1,"7925","proband","Pulse60",99.477,99.3349,99.7881,99.477
84,NA,NA,1,"7925","proband","Pulse60",99.9241,99.5016,99.9409,99.9241
85,NA,NA,1,"7925","proband","Pulse60",99.9519,99.6481,99.9089,99.9519
86,NA,NA,1,"7925","proband","Pulse60",100.384,99.803,100.529,100.384
87,NA,NA,1,"7925","proband","Pulse60",100.521,100.399,100.303,100.521
88,NA,NA,1,"7925","proband","Pulse60",100.556,100.543,100.49,100.556
89,NA,NA,1,"7925","proband","Pulse60",100.383,100.489,100.357,100.383
90,NA,NA,1,"7925","proband","Pulse60",100.649,100.336,100.482,100.649
91,NA,NA,1,"7925","proband","Pulse60",100.426,100.704,100.326,100.426
92,NA,NA,1,"7925","proband","Pulse60",99.9471,99.8054,100.191,99.9471
93,NA,NA,1,"7925","proband","Pulse60",100.08,100.129,100.234,100.08
94,NA,NA,1,"7925","proband","Pulse60",100.865,100.823,100.786,100.865
95,NA,NA,1,"7925","proband","Pulse60",100.592,100.743,100.744,100.592
96,NA,NA,1,"7925","proband","Pulse60",100.467,99.9853,100.83,100.467
97,NA,NA,1,"7925","proband","Pulse60",100.202,100.045,100.319,100.202
98,NA,NA,1,"7925","proband","Pulse60",99.9769,99.7845,100.482,99.9769
99,NA,NA,1,"7925","proband","Pulse60",99.809,99.398,100.394,99.809
100,NA,NA,1,"7925","proband","Pulse60",100.318,99.8556,100.566,100.318
101,NA,NA,1,"7925","proband","Pulse60",100.446,99.929,100.704,100.446
102,NA,NA,1,"7925","proband","Pulse60",100.382,100.07,100.546,100.382
103,NA,NA,1,"7925","proband","Pulse60",99.6032,99.2867,100.044,99.6032
104,NA,NA,1,"7925","proband","Pulse60",99.8201,99.4438,100.325,99.8201
105,NA,NA,1,"7925","proband","Pulse60",99.713,99.3334,100.202,99.713
106,NA,NA,1,"7925","proband","Pulse60",100.517,100.477,100.419,100.517
107,NA,NA,1,"7925","proband","Pulse60",100.883,100.738,100.931,100.883
108,NA,NA,1,"7925","proband","Pulse60",100.681,100.63,100.298,100.681
109,NA,NA,1,"7925","proband","Pulse60",100.573,100.185,100.811,100.573
110,NA,NA,1,"7925","proband","Pulse60",100.554,99.9439,100.524,100.554
111,NA,NA,1,"7925","proband","Pulse60",100.382,100.04,100.645,100.382
112,NA,NA,1,"7925","proband","Pulse60",100.443,100.009,100.707,100.443
113,NA,NA,1,"7925","proband","Pulse60",100.339,100.105,100.759,100.339
114,NA,NA,1,"7925","proband","Pulse60",99.9619,99.474,100.219,99.9619
115,NA,NA,1,"7925","proband","Pulse60",100.274,99.9476,100.729,100.274
116,NA,NA,1,"7925","proband","Pulse60",100.491,100.44,100.631,100.491
117,NA,NA,1,"7925","proband","Pulse60",100.639,100.637,100.765,100.639
118,NA,NA,1,"7925","proband","Pulse60",100.592,100.49,100.745,100.592
119,NA,NA,1,"7925","proband","Pulse60",101.111,100.875,101.379,101.111
120,NA,NA,1,"7925","proband","Pulse60",101.175,101.035,101.172,101.175
121,NA,NA,1,"7925","proband","Pulse60",100.687,100.479,101.066,100.687
122,NA,NA,1,"7925","proband","Pulse60",100.398,100.301,100.215,100.398
123,NA,NA,1,"7925","proband","Pulse60",100.228,100.137,100.406,100.228
124,NA,NA,1,"7925","proband","Pulse60",100.728,100.487,100.686,100.728
125,NA,NA,1,"7925","proband","Pulse60",100.7,100.549,100.915,100.7
126,NA,NA,1,"7925","proband","Pulse60",100.281,100.275,100.41,100.281
127,NA,NA,1,"7925","proband","Pulse60",99.7318,99.6028,99.9215,99.7318
128,NA,NA,1,"7925","proband","Pulse60",100.007,99.8491,100.187,100.007
129,NA,NA,1,"7925","proband","Pulse60",100.191,99.7341,100.642,100.191
130,NA,NA,1,"7925","proband","Pulse60",100.417,100.093,100.456,100.417
131,NA,NA,1,"7925","proband","Pulse60",99.9701,99.729,100.418,99.9701
132,NA,NA,1,"7925","proband","Pulse60",100.007,99.5305,100.248,100.007
1,NA,NA,0,"7940","proband","Pulse60",99.706,98.993,100.363,99.706
2,NA,NA,0,"7940","proband","Pulse60",98.8951,97.865,99.9954,98.8951
3,NA,NA,0,"7940","proband","Pulse60",101.463,101.742,100.966,101.463
4,NA,NA,1,"7940","proband","Pulse60",101.221,101.455,100.965,101.221
5,NA,NA,1,"7940","proband","Pulse60",101.245,101.903,100.736,101.245
6,NA,NA,1,"7940","proband","Pulse60",100.827,100.909,100.522,100.827
7,NA,NA,1,"7940","proband","Pulse60",100.22,100.37,100.1,100.22
8,NA,NA,1,"7940","proband","Pulse60",99.1461,98.4578,99.0127,99.1461
9,NA,NA,1,"7940","proband","Pulse60",99.2729,98.6429,99.7056,99.2729
10,NA,NA,1,"7940","proband","Pulse60",99.9471,99.9823,100.024,99.9471
11,NA,NA,1,"7940","proband","Pulse60",100.257,100.3,100.016,100.257
12,NA,NA,1,"7940","proband","Pulse60",100.113,99.8842,100.162,100.113
13,NA,NA,1,"7940","proband","Pulse60",99.5449,98.9546,99.4998,99.5449
14,NA,NA,1,"7940","proband","Pulse60",99.5216,99.1414,99.1727,99.5216
15,NA,NA,1,"7940","proband","Pulse60",100.934,101.175,100.836,100.934
16,NA,NA,1,"7940","proband","Pulse60",101.076,101.818,100.338,101.076
