"slicenum","time","condition","censor","subnum","subgroup","run","cc200_LR_Thalamus","cc200_L_Thalamus","cc200_R_Thalamus","cc200_Thalamus"
63,NA,NA,1,"7643","control","Pulse60",99.8791,100.015,99.7124,99.8791
64,NA,NA,1,"7643","control","Pulse60",100.403,100.719,100.262,100.403
65,NA,NA,1,"7643","control","Pulse60",100.655,100.826,100.584,100.655
66,NA,NA,1,"7643","control","Pulse60",100.274,100.248,100.306,100.274
67,NA,NA,1,"7643","control","Pulse60",100.294,100.17,100.352,100.294
68,NA,NA,1,"7643","control","Pulse60",100.376,100.305,100.645,100.376
69,NA,NA,1,"7643","control","Pulse60",100.213,99.7754,100.579,100.213
70,NA,NA,0,"7643","control","Pulse60",100.529,100.3,100.507,100.529
71,NA,NA,0,"7643","control","Pulse60",100.55,100.99,100.11,100.55
72,NA,NA,1,"7643","control","Pulse60",100.67,101.237,100.285,100.67
73,NA,NA,1,"7643","control","Pulse60",100.741,101.019,100.6,100.741
74,NA,NA,1,"7643","control","Pulse60",100.802,100.791,100.648,100.802
75,NA,NA,1,"7643","control","Pulse60",99.7251,99.7874,99.7639,99.7251
76,NA,NA,1,"7643","control","Pulse60",100.236,100.513,100.075,100.236
77,NA,NA,0,"7643","control","Pulse60",100.002,100.15,100.201,100.002
78,NA,NA,0,"7643","control","Pulse60",99.8193,99.8737,99.788,99.8193
79,NA,NA,1,"7643","control","Pulse60",99.7253,100.155,99.7481,99.7253
80,NA,NA,1,"7643","control","Pulse60",100.026,100.162,100.142,100.026
81,NA,NA,1,"7643","control","Pulse60",100.713,100.939,100.454,100.713
82,NA,NA,NA,"7643","control","Pulse60",99.9993,100.116,99.8708,99.9993
83,NA,NA,NA,"7643","control","Pulse60",100.463,101.299,100.112,100.463
84,NA,NA,NA,"7643","control","Pulse60",100.632,101.342,100.427,100.632
85,NA,NA,NA,"7643","control","Pulse60",101.246,101.871,100.616,101.246
86,NA,NA,NA,"7643","control","Pulse60",100.985,101.791,100.491,100.985
87,NA,NA,NA,"7643","control","Pulse60",100.695,101.671,100.125,100.695
88,NA,NA,NA,"7643","control","Pulse60",100.212,101.22,99.8772,100.212
89,NA,NA,NA,"7643","control","Pulse60",99.8136,100.198,99.7173,99.8136
90,NA,NA,NA,"7643","control","Pulse60",100.7,101.534,100.445,100.7
91,NA,NA,NA,"7643","control","Pulse60",100.929,101.632,100.576,100.929
92,NA,NA,NA,"7643","control","Pulse60",101.156,102.061,100.575,101.156
93,NA,NA,NA,"7643","control","Pulse60",101.316,102.303,100.479,101.316
94,NA,NA,NA,"7643","control","Pulse60",101.171,102.033,100.502,101.171
95,NA,NA,NA,"7643","control","Pulse60",100.91,101.833,100.216,100.91
96,NA,NA,NA,"7643","control","Pulse60",101.177,101.875,100.701,101.177
97,NA,NA,NA,"7643","control","Pulse60",101.032,101.869,100.438,101.032
98,NA,NA,NA,"7643","control","Pulse60",101.264,101.997,100.712,101.264
99,NA,NA,NA,"7643","control","Pulse60",100.814,101.303,100.592,100.814
100,NA,NA,NA,"7643","control","Pulse60",100.219,100.884,100.071,100.219
101,NA,NA,NA,"7643","control","Pulse60",100.227,100.936,99.7673,100.227
102,NA,NA,NA,"7643","control","Pulse60",100.796,101.464,100.435,100.796
103,NA,NA,NA,"7643","control","Pulse60",100.436,100.96,100.261,100.436
1,NA,NA,1,"7738","control","Pulse60",99.8142,99.9749,99.7866,99.8142
2,NA,NA,1,"7738","control","Pulse60",100.016,99.9261,100.039,100.016
3,NA,NA,1,"7738","control","Pulse60",99.7322,99.5375,99.9839,99.7322
4,NA,NA,1,"7738","control","Pulse60",99.6087,99.6974,99.8782,99.6087
5,NA,NA,1,"7738","control","Pulse60",100.029,99.6383,100.882,100.029
6,NA,NA,1,"7738","control","Pulse60",100.623,100.927,100.566,100.623
7,NA,NA,1,"7738","control","Pulse60",100.871,101.288,100.613,100.871
8,NA,NA,1,"7738","control","Pulse60",100.591,100.912,100.226,100.591
9,NA,NA,1,"7738","control","Pulse60",99.7774,100.18,99.4732,99.7774
10,NA,NA,1,"7738","control","Pulse60",98.2005,98.1631,98.3691,98.2005
11,NA,NA,1,"7738","control","Pulse60",98.7879,98.4641,99.6514,98.7879
12,NA,NA,1,"7738","control","Pulse60",100.03,99.6932,100.69,100.03
13,NA,NA,1,"7738","control","Pulse60",101.053,101.463,100.789,101.053
14,NA,NA,1,"7738","control","Pulse60",101.167,101.741,100.476,101.167
15,NA,NA,1,"7738","control","Pulse60",100.302,100.485,99.9517,100.302
16,NA,NA,1,"7738","control","Pulse60",99.6508,99.8009,99.377,99.6508
17,NA,NA,1,"7738","control","Pulse60",99.2292,99.2838,99.35,99.2292
18,NA,NA,1,"7738","control","Pulse60",98.7646,98.7945,99.4744,98.7646
19,NA,NA,1,"7738","control","Pulse60",98.8122,98.3508,99.7628,98.8122
20,NA,NA,1,"7738","control","Pulse60",99.8487,99.6179,100.424,99.8487
21,NA,NA,1,"7738","control","Pulse60",100.957,101.198,100.769,100.957
22,NA,NA,1,"7738","control","Pulse60",100.893,101.236,100.465,100.893
23,NA,NA,1,"7738","control","Pulse60",100.652,100.885,100.436,100.652
24,NA,NA,1,"7738","control","Pulse60",100.123,100.326,99.7568,100.123
25,NA,NA,1,"7738","control","Pulse60",99.7513,99.6443,99.9493,99.7513
26,NA,NA,1,"7738","control","Pulse60",100.059,100.341,100.229,100.059
27,NA,NA,1,"7738","control","Pulse60",99.9043,100.038,100.373,99.9043
28,NA,NA,1,"7738","control","Pulse60",99.9288,99.9602,100.314,99.9288
29,NA,NA,1,"7738","control","Pulse60",99.9968,100.12,99.8097,99.9968
30,NA,NA,1,"7738","control","Pulse60",99.3945,99.2856,99.4464,99.3945
31,NA,NA,1,"7738","control","Pulse60",99.4996,99.3214,99.7298,99.4996
32,NA,NA,1,"7738","control","Pulse60",99.6841,99.6581,99.8059,99.6841
33,NA,NA,1,"7738","control","Pulse60",99.9965,99.9197,100.027,99.9965
34,NA,NA,1,"7738","control","Pulse60",99.9598,99.9934,99.8371,99.9598
35,NA,NA,1,"7738","control","Pulse60",99.7735,99.8017,99.7889,99.7735
36,NA,NA,1,"7738","control","Pulse60",99.6396,99.5876,99.7435,99.6396
37,NA,NA,1,"7738","control","Pulse60",99.8896,100.129,99.9199,99.8896
38,NA,NA,1,"7738","control","Pulse60",99.9705,100.201,99.8641,99.9705
39,NA,NA,1,"7738","control","Pulse60",100.103,99.8338,100.316,100.103
40,NA,NA,1,"7738","control","Pulse60",100.801,101.262,100.564,100.801
41,NA,NA,1,"7738","control","Pulse60",100.158,100.082,100.194,100.158
42,NA,NA,1,"7738","control","Pulse60",99.9315,99.8696,99.8581,99.9315
43,NA,NA,1,"7738","control","Pulse60",99.613,99.6562,100.231,99.613
44,NA,NA,1,"7738","control","Pulse60",99.9815,100.097,99.9915,99.9815
45,NA,NA,1,"7738","control","Pulse60",100.869,100.964,100.832,100.869
46,NA,NA,1,"7738","control","Pulse60",101.174,101.363,100.949,101.174
47,NA,NA,1,"7738","control","Pulse60",100.795,101.343,100.37,100.795
48,NA,NA,1,"7738","control","Pulse60",100.045,99.9714,100.345,100.045
49,NA,NA,1,"7738","control","Pulse60",99.9226,99.7872,100.378,99.9226
50,NA,NA,1,"7738","control","Pulse60",100.373,100.727,100.418,100.373
51,NA,NA,1,"7738","control","Pulse60",100.144,99.8461,100.57,100.144
52,NA,NA,1,"7738","control","Pulse60",100.265,100.281,100.268,100.265
53,NA,NA,1,"7738","control","Pulse60",99.7092,99.6841,99.521,99.7092
54,NA,NA,1,"7738","control","Pulse60",99.5331,99.7942,99.1908,99.5331
55,NA,NA,1,"7738","control","Pulse60",99.3174,98.9696,99.8314,99.3174
56,NA,NA,1,"7738","control","Pulse60",99.6225,99.7726,99.7981,99.6225
57,NA,NA,1,"7738","control","Pulse60",100.314,100.141,100.678,100.314
58,NA,NA,1,"7738","control","Pulse60",100.366,100.267,100.423,100.366
59,NA,NA,1,"7738","control","Pulse60",100.571,100.822,100.264,100.571
60,NA,NA,1,"7738","control","Pulse60",100.095,100.363,99.7349,100.095
61,NA,NA,1,"7738","control","Pulse60",99.909,100.211,99.4161,99.909
62,NA,NA,1,"7738","control","Pulse60",99.5852,99.7854,99.2786,99.5852
63,NA,NA,1,"7738","control","Pulse60",100.33,100.465,100.352,100.33
64,NA,NA,1,"7738","control","Pulse60",101.05,101.562,100.553,101.05
65,NA,NA,1,"7738","control","Pulse60",101.736,102.272,101.152,101.736
66,NA,NA,1,"7738","control","Pulse60",101.28,101.874,100.475,101.28
67,NA,NA,1,"7738","control","Pulse60",100.935,101.277,100.262,100.935
68,NA,NA,1,"7738","control","Pulse60",100.317,100.851,99.7175,100.317
69,NA,NA,1,"7738","control","Pulse60",99.7488,99.9225,99.7072,99.7488
70,NA,NA,1,"7738","control","Pulse60",99.9546,100.209,100.021,99.9546
71,NA,NA,1,"7738","control","Pulse60",100.635,101.065,100.477,100.635
72,NA,NA,1,"7738","control","Pulse60",100.717,101.134,100.533,100.717
73,NA,NA,1,"7738","control","Pulse60",100.521,100.606,100.197,100.521
74,NA,NA,1,"7738","control","Pulse60",100.22,100.687,99.693,100.22
75,NA,NA,1,"7738","control","Pulse60",99.3133,99.4782,99.2754,99.3133
76,NA,NA,1,"7738","control","Pulse60",99.5654,99.7814,99.5151,99.5654
77,NA,NA,1,"7738","control","Pulse60",99.61,99.6661,99.7263,99.61
78,NA,NA,1,"7738","control","Pulse60",99.6827,99.9095,99.6987,99.6827
79,NA,NA,1,"7738","control","Pulse60",99.9577,99.8016,100.022,99.9577
80,NA,NA,1,"7738","control","Pulse60",99.7938,99.749,99.6244,99.7938
81,NA,NA,1,"7738","control","Pulse60",99.9509,99.9003,100.01,99.9509
82,NA,NA,1,"7738","control","Pulse60",99.5594,99.2083,99.5286,99.5594
83,NA,NA,1,"7738","control","Pulse60",100.12,99.9175,100.279,100.12
84,NA,NA,1,"7738","control","Pulse60",100.089,100.287,99.8849,100.089
85,NA,NA,1,"7738","control","Pulse60",100.316,100.511,100.15,100.316
86,NA,NA,1,"7738","control","Pulse60",100.281,100.293,100.034,100.281
87,NA,NA,1,"7738","control","Pulse60",100.472,100.109,100.507,100.472
88,NA,NA,1,"7738","control","Pulse60",100.49,100.645,100.251,100.49
89,NA,NA,1,"7738","control","Pulse60",99.706,99.4768,100.047,99.706
90,NA,NA,1,"7738","control","Pulse60",100.294,99.8344,101.154,100.294
91,NA,NA,1,"7738","control","Pulse60",100.469,100.255,100.759,100.469
92,NA,NA,1,"7738","control","Pulse60",101.076,101.221,100.898,101.076
93,NA,NA,1,"7738","control","Pulse60",100.774,100.698,100.633,100.774
94,NA,NA,1,"7738","control","Pulse60",100.81,101.343,100.106,100.81
95,NA,NA,1,"7738","control","Pulse60",100.055,99.957,100.149,100.055
96,NA,NA,1,"7738","control","Pulse60",99.6584,99.5263,99.7177,99.6584
97,NA,NA,1,"7738","control","Pulse60",99.8725,99.8997,99.9884,99.8725
98,NA,NA,1,"7738","control","Pulse60",99.9132,99.5221,100.386,99.9132
99,NA,NA,1,"7738","control","Pulse60",100.125,100.247,99.8954,100.125
100,NA,NA,1,"7738","control","Pulse60",99.8478,99.7718,99.4145,99.8478
101,NA,NA,1,"7738","control","Pulse60",99.6884,99.8466,99.5458,99.6884
102,NA,NA,1,"7738","control","Pulse60",98.9769,98.5785,99.435,98.9769
103,NA,NA,1,"7738","control","Pulse60",99.242,98.8868,99.9743,99.242
104,NA,NA,1,"7738","control","Pulse60",99.5996,99.3644,100.066,99.5996
105,NA,NA,1,"7738","control","Pulse60",100.395,100.429,100.371,100.395
106,NA,NA,1,"7738","control","Pulse60",100.309,100.313,100.33,100.309
107,NA,NA,1,"7738","control","Pulse60",100.134,99.9198,100.02,100.134
108,NA,NA,1,"7738","control","Pulse60",100.094,100.298,99.5635,100.094
109,NA,NA,1,"7738","control","Pulse60",99.5345,99.0139,99.8204,99.5345
110,NA,NA,1,"7738","control","Pulse60",99.6781,99.5155,99.614,99.6781
111,NA,NA,1,"7738","control","Pulse60",99.7571,99.6145,99.9837,99.7571
112,NA,NA,1,"7738","control","Pulse60",99.8082,99.6007,100.125,99.8082
113,NA,NA,1,"7738","control","Pulse60",100.316,100.349,100.22,100.316
114,NA,NA,1,"7738","control","Pulse60",100.086,100.012,100.149,100.086
115,NA,NA,1,"7738","control","Pulse60",99.5871,99.3309,99.9267,99.5871
116,NA,NA,1,"7738","control","Pulse60",99.9287,99.9462,99.7304,99.9287
117,NA,NA,1,"7738","control","Pulse60",100.408,100.256,100.374,100.408
118,NA,NA,1,"7738","control","Pulse60",100.286,99.9053,100.347,100.286
119,NA,NA,1,"7738","control","Pulse60",100.532,100.493,100.253,100.532
120,NA,NA,1,"7738","control","Pulse60",100.139,100.096,99.7623,100.139
121,NA,NA,1,"7738","control","Pulse60",99.5186,99.1965,99.1494,99.5186
122,NA,NA,1,"7738","control","Pulse60",99.2811,99.0399,99.2851,99.2811
123,NA,NA,1,"7738","control","Pulse60",99.477,99.3055,99.434,99.477
124,NA,NA,1,"7738","control","Pulse60",99.5342,98.9014,99.8302,99.5342
125,NA,NA,1,"7738","control","Pulse60",99.4609,98.8624,99.4717,99.4609
126,NA,NA,1,"7738","control","Pulse60",99.1837,98.8394,99.0612,99.1837
127,NA,NA,1,"7738","control","Pulse60",98.6247,98.0147,98.5765,98.6247
128,NA,NA,1,"7738","control","Pulse60",98.7824,98.0646,98.952,98.7824
129,NA,NA,1,"7738","control","Pulse60",98.5503,97.965,99.1713,98.5503
130,NA,NA,1,"7738","control","Pulse60",99.5984,98.9405,99.6943,99.5984
131,NA,NA,1,"7738","control","Pulse60",100.179,100.056,99.9531,100.179
132,NA,NA,1,"7738","control","Pulse60",99.8864,99.63,99.5729,99.8864
1,NA,NA,1,"7832","control","Pulse60",98.8156,97.7954,99.1056,98.8156
2,NA,NA,1,"7832","control","Pulse60",99.0225,97.9519,99.5476,99.0225
3,NA,NA,1,"7832","control","Pulse60",98.9184,98.6227,99.4579,98.9184
4,NA,NA,1,"7832","control","Pulse60",100.045,99.5913,99.4207,100.045
5,NA,NA,1,"7832","control","Pulse60",99.5794,99.3745,99.0974,99.5794
6,NA,NA,1,"7832","control","Pulse60",98.6689,98.1143,98.8409,98.6689
7,NA,NA,1,"7832","control","Pulse60",97.6809,96.8477,99.1738,97.6809
8,NA,NA,1,"7832","control","Pulse60",98.0294,96.8362,98.7468,98.0294
9,NA,NA,1,"7832","control","Pulse60",98.2931,97.6043,99.6917,98.2931
10,NA,NA,1,"7832","control","Pulse60",98.6292,97.6589,99.299,98.6292
11,NA,NA,1,"7832","control","Pulse60",99.2349,98.3673,99.6771,99.2349
12,NA,NA,1,"7832","control","Pulse60",99.5673,99.0109,99.7526,99.5673
13,NA,NA,1,"7832","control","Pulse60",99.7037,99.5402,99.2721,99.7037
14,NA,NA,1,"7832","control","Pulse60",99.8129,99.604,99.9827,99.8129
15,NA,NA,1,"7832","control","Pulse60",100.549,100.817,100.458,100.549
16,NA,NA,1,"7832","control","Pulse60",99.951,99.4533,99.7823,99.951
17,NA,NA,1,"7832","control","Pulse60",99.357,98.902,99.6472,99.357
18,NA,NA,1,"7832","control","Pulse60",99.4449,99.2389,99.3402,99.4449
19,NA,NA,1,"7832","control","Pulse60",100.459,100.854,100.094,100.459
20,NA,NA,1,"7832","control","Pulse60",100.109,100.279,100.191,100.109
21,NA,NA,1,"7832","control","Pulse60",100.613,101.079,100.462,100.613
22,NA,NA,1,"7832","control","Pulse60",100.98,101.237,100.91,100.98
23,NA,NA,1,"7832","control","Pulse60",101.102,101.347,100.615,101.102
24,NA,NA,1,"7832","control","Pulse60",101.293,101.692,100.8,101.293
25,NA,NA,1,"7832","control","Pulse60",100.991,101.829,100.386,100.991
26,NA,NA,1,"7832","control","Pulse60",100.462,100.721,99.9468,100.462
27,NA,NA,1,"7832","control","Pulse60",99.7424,99.9648,99.7431,99.7424
28,NA,NA,1,"7832","control","Pulse60",99.7321,99.9114,100.137,99.7321
29,NA,NA,1,"7832","control","Pulse60",99.9203,99.7743,100.049,99.9203
30,NA,NA,1,"7832","control","Pulse60",100.184,99.983,99.7592,100.184
31,NA,NA,1,"7832","control","Pulse60",100.316,100.561,99.8743,100.316
32,NA,NA,1,"7832","control","Pulse60",100.3,100.563,99.7958,100.3
33,NA,NA,1,"7832","control","Pulse60",100.231,100.607,100.115,100.231
34,NA,NA,1,"7832","control","Pulse60",100.004,100.071,100.137,100.004
35,NA,NA,1,"7832","control","Pulse60",99.4484,99.297,99.7003,99.4484
36,NA,NA,1,"7832","control","Pulse60",100.515,100.987,99.9891,100.515
37,NA,NA,1,"7832","control","Pulse60",101.036,101.779,99.9064,101.036
38,NA,NA,1,"7832","control","Pulse60",100.795,101.138,99.9937,100.795
39,NA,NA,1,"7832","control","Pulse60",100.825,101.384,100.384,100.825
40,NA,NA,1,"7832","control","Pulse60",100.825,101.164,100.747,100.825
41,NA,NA,1,"7832","control","Pulse60",100.346,100.367,100.428,100.346
42,NA,NA,1,"7832","control","Pulse60",100.314,100.164,100.401,100.314
43,NA,NA,1,"7832","control","Pulse60",99.2001,99.4265,99.4244,99.2001
44,NA,NA,1,"7832","control","Pulse60",99.6894,99.6578,99.9942,99.6894
45,NA,NA,1,"7832","control","Pulse60",99.9183,100.132,99.9659,99.9183
46,NA,NA,1,"7832","control","Pulse60",99.5694,99.2313,99.9056,99.5694
47,NA,NA,1,"7832","control","Pulse60",101.006,101.486,101.076,101.006
48,NA,NA,1,"7832","control","Pulse60",100.389,100.197,100.204,100.389
49,NA,NA,1,"7832","control","Pulse60",100.417,100.56,100.236,100.417
50,NA,NA,1,"7832","control","Pulse60",100.098,100.3,99.5762,100.098
51,NA,NA,1,"7832","control","Pulse60",100.257,100.381,100.259,100.257
52,NA,NA,1,"7832","control","Pulse60",100.363,100.361,99.8675,100.363
53,NA,NA,1,"7832","control","Pulse60",99.8233,99.9784,99.74,99.8233
54,NA,NA,1,"7832","control","Pulse60",100.398,100.471,100.143,100.398
55,NA,NA,1,"7832","control","Pulse60",99.5592,99.6278,99.3203,99.5592
56,NA,NA,1,"7832","control","Pulse60",98.9451,99.1023,99.5579,98.9451
57,NA,NA,1,"7832","control","Pulse60",99.1703,99.0146,99.8392,99.1703
58,NA,NA,1,"7832","control","Pulse60",99.8353,100.346,99.8397,99.8353
59,NA,NA,1,"7832","control","Pulse60",99.8666,100.089,99.9348,99.8666
60,NA,NA,1,"7832","control","Pulse60",99.6587,100.028,99.6075,99.6587
61,NA,NA,1,"7832","control","Pulse60",98.968,99.1386,99.3943,98.968
62,NA,NA,1,"7832","control","Pulse60",98.3717,97.3572,99.4342,98.3717
63,NA,NA,1,"7832","control","Pulse60",97.7746,96.7815,98.614,97.7746
64,NA,NA,1,"7832","control","Pulse60",98.3929,97.3311,98.9669,98.3929
65,NA,NA,1,"7832","control","Pulse60",98.3958,97.6278,98.5622,98.3958
66,NA,NA,1,"7832","control","Pulse60",98.601,97.8066,98.7611,98.601
67,NA,NA,1,"7832","control","Pulse60",98.981,98.4546,99.3137,98.981
68,NA,NA,1,"7832","control","Pulse60",99.2034,98.933,99.4435,99.2034
69,NA,NA,1,"7832","control","Pulse60",99.3572,99.1959,99.3642,99.3572
70,NA,NA,1,"7832","control","Pulse60",99.946,99.7175,100.012,99.946
71,NA,NA,1,"7832","control","Pulse60",100.621,100.647,100.486,100.621
72,NA,NA,1,"7832","control","Pulse60",100.636,101.013,100.296,100.636
73,NA,NA,1,"7832","control","Pulse60",101.299,101.487,100.839,101.299
74,NA,NA,1,"7832","control","Pulse60",100.802,100.885,100.379,100.802
75,NA,NA,1,"7832","control","Pulse60",100.744,100.721,100.866,100.744
76,NA,NA,1,"7832","control","Pulse60",100.468,100.4,100.341,100.468
77,NA,NA,1,"7832","control","Pulse60",100.671,100.869,100.781,100.671
78,NA,NA,1,"7832","control","Pulse60",100.696,100.339,100.595,100.696
79,NA,NA,1,"7832","control","Pulse60",100.105,99.891,100.081,100.105
80,NA,NA,1,"7832","control","Pulse60",99.8898,99.8631,100.2,99.8898
81,NA,NA,1,"7832","control","Pulse60",99.9296,99.7056,100.061,99.9296
82,NA,NA,1,"7832","control","Pulse60",99.396,98.9207,99.7494,99.396
83,NA,NA,1,"7832","control","Pulse60",98.956,98.5343,99.3871,98.956
84,NA,NA,1,"7832","control","Pulse60",99.9304,100.237,99.9297,99.9304
85,NA,NA,1,"7832","control","Pulse60",100.903,100.889,100.482,100.903
86,NA,NA,1,"7832","control","Pulse60",100.444,100.18,100.374,100.444
87,NA,NA,1,"7832","control","Pulse60",100.616,100.976,100.571,100.616
88,NA,NA,1,"7832","control","Pulse60",101.464,101.835,100.856,101.464
89,NA,NA,0,"7832","control","Pulse60",102.498,103.251,101.284,102.498
90,NA,NA,0,"7832","control","Pulse60",101.293,101.833,101.144,101.293
91,NA,NA,1,"7832","control","Pulse60",100.724,101.009,101.104,100.724
92,NA,NA,1,"7832","control","Pulse60",100.436,100.295,100.887,100.436
93,NA,NA,1,"7832","control","Pulse60",100.706,100.701,100.685,100.706
94,NA,NA,1,"7832","control","Pulse60",100.721,101.058,100.754,100.721
95,NA,NA,1,"7832","control","Pulse60",100.755,101.278,100.614,100.755
96,NA,NA,1,"7832","control","Pulse60",100.716,101.136,100.644,100.716
97,NA,NA,1,"7832","control","Pulse60",100.423,100.559,100.091,100.423
98,NA,NA,1,"7832","control","Pulse60",100.182,100.987,100.21,100.182
99,NA,NA,1,"7832","control","Pulse60",100.225,100.135,100.326,100.225
100,NA,NA,1,"7832","control","Pulse60",99.7283,99.623,99.6674,99.7283
101,NA,NA,1,"7832","control","Pulse60",100.277,100.704,100.263,100.277
102,NA,NA,1,"7832","control","Pulse60",100.647,101.148,99.698,100.647
103,NA,NA,1,"7832","control","Pulse60",101.081,101.556,100.373,101.081
104,NA,NA,1,"7832","control","Pulse60",100.758,101.167,100.15,100.758
105,NA,NA,1,"7832","control","Pulse60",99.8595,100.194,99.9548,99.8595
106,NA,NA,1,"7832","control","Pulse60",99.6331,99.6548,99.8975,99.6331
107,NA,NA,1,"7832","control","Pulse60",99.7066,99.6156,100.064,99.7066
108,NA,NA,1,"7832","control","Pulse60",99.7674,99.9282,100.025,99.7674
109,NA,NA,1,"7832","control","Pulse60",99.5591,99.2878,99.911,99.5591
110,NA,NA,1,"7832","control","Pulse60",99.565,99.283,100.16,99.565
111,NA,NA,1,"7832","control","Pulse60",99.5336,99.4736,100.075,99.5336
112,NA,NA,1,"7832","control","Pulse60",99.5444,99.0251,99.8159,99.5444
113,NA,NA,1,"7832","control","Pulse60",99.404,99.0714,99.7096,99.404
114,NA,NA,1,"7832","control","Pulse60",98.9419,98.9069,99.3619,98.9419
115,NA,NA,1,"7832","control","Pulse60",99.4629,99.4383,99.4501,99.4629
116,NA,NA,1,"7832","control","Pulse60",98.9549,98.729,99.6471,98.9549
117,NA,NA,1,"7832","control","Pulse60",99.3096,99.4087,99.7997,99.3096
118,NA,NA,1,"7832","control","Pulse60",100.145,100.481,100.285,100.145
119,NA,NA,1,"7832","control","Pulse60",100.512,100.577,100.259,100.512
120,NA,NA,1,"7832","control","Pulse60",100.971,101.744,100.562,100.971
121,NA,NA,1,"7832","control","Pulse60",101.137,101.684,100.415,101.137
122,NA,NA,1,"7832","control","Pulse60",101.168,101.462,100.727,101.168
123,NA,NA,1,"7832","control","Pulse60",100.059,100.33,99.7308,100.059
124,NA,NA,1,"7832","control","Pulse60",99.9149,100.063,99.8212,99.9149
125,NA,NA,1,"7832","control","Pulse60",99.9497,100.19,100.046,99.9497
126,NA,NA,1,"7832","control","Pulse60",100.776,100.953,100.316,100.776
127,NA,NA,1,"7832","control","Pulse60",100.795,100.992,99.992,100.795
128,NA,NA,1,"7832","control","Pulse60",100.343,100.866,100.044,100.343
129,NA,NA,1,"7832","control","Pulse60",100.509,100.765,100.141,100.509
130,NA,NA,1,"7832","control","Pulse60",100.101,99.9491,100.118,100.101
131,NA,NA,1,"7832","control","Pulse60",99.7958,99.6725,99.9732,99.7958
132,NA,NA,1,"7832","control","Pulse60",99.8364,99.6069,100.316,99.8364
1,NA,NA,1,"7970","control","Pulse60",100.07,99.7428,100.265,100.07
2,NA,NA,1,"7970","control","Pulse60",99.8429,99.8031,99.9924,99.8429
3,NA,NA,1,"7970","control","Pulse60",99.8568,99.719,100.042,99.8568
4,NA,NA,1,"7970","control","Pulse60",100.026,99.9587,100.118,100.026
5,NA,NA,1,"7970","control","Pulse60",100.353,100.292,100.201,100.353
6,NA,NA,1,"7970","control","Pulse60",100.304,100,100.277,100.304
7,NA,NA,1,"7970","control","Pulse60",100.092,100.129,100.177,100.092
8,NA,NA,1,"7970","control","Pulse60",99.8901,99.8928,100.278,99.8901
9,NA,NA,1,"7970","control","Pulse60",99.492,99.2578,99.7653,99.492
10,NA,NA,1,"7970","control","Pulse60",100.356,100.016,100.699,100.356
11,NA,NA,1,"7970","control","Pulse60",100.336,100.158,100.152,100.336
12,NA,NA,1,"7970","control","Pulse60",100.269,100.002,99.9141,100.269
13,NA,NA,1,"7970","control","Pulse60",99.392,99.182,99.6162,99.392
14,NA,NA,1,"7970","control","Pulse60",99.7803,99.4538,100.089,99.7803
15,NA,NA,1,"7970","control","Pulse60",100.274,100.509,100.173,100.274
16,NA,NA,1,"7970","control","Pulse60",101.086,101.46,100.727,101.086
17,NA,NA,1,"7970","control","Pulse60",101.024,101.268,100.28,101.024
18,NA,NA,1,"7970","control","Pulse60",100.499,100.469,100.382,100.499
19,NA,NA,1,"7970","control","Pulse60",100.056,100.103,100.125,100.056
20,NA,NA,1,"7970","control","Pulse60",100.083,100.064,99.9047,100.083
21,NA,NA,1,"7970","control","Pulse60",100.153,100.105,100.28,100.153
22,NA,NA,1,"7970","control","Pulse60",100.306,100.199,100.435,100.306
23,NA,NA,1,"7970","control","Pulse60",100.166,99.9014,100.206,100.166
24,NA,NA,1,"7970","control","Pulse60",100.641,100.641,100.34,100.641
25,NA,NA,1,"7970","control","Pulse60",100.366,100.441,100.541,100.366
26,NA,NA,1,"7970","control","Pulse60",100.318,100.502,100.392,100.318
27,NA,NA,1,"7970","control","Pulse60",99.9015,99.845,100.165,99.9015
28,NA,NA,1,"7970","control","Pulse60",99.6017,99.2816,100.422,99.6017
29,NA,NA,1,"7970","control","Pulse60",100.291,100.153,100.603,100.291
30,NA,NA,1,"7970","control","Pulse60",100.055,99.9749,100.359,100.055
31,NA,NA,1,"7970","control","Pulse60",100.391,100.413,100.31,100.391
32,NA,NA,1,"7970","control","Pulse60",100.193,100.344,100.286,100.193
33,NA,NA,1,"7970","control","Pulse60",99.9183,100.171,100.132,99.9183
34,NA,NA,1,"7970","control","Pulse60",99.9354,100.086,100.508,99.9354
35,NA,NA,1,"7970","control","Pulse60",99.3711,99.2582,99.9398,99.3711
36,NA,NA,1,"7970","control","Pulse60",99.4497,99.3015,99.9466,99.4497
37,NA,NA,1,"7970","control","Pulse60",99.2787,98.8529,99.8396,99.2787
38,NA,NA,1,"7970","control","Pulse60",100.499,100.174,100.665,100.499
39,NA,NA,1,"7970","control","Pulse60",100.984,101.304,100.79,100.984
40,NA,NA,1,"7970","control","Pulse60",100.987,101.673,100.406,100.987
41,NA,NA,1,"7970","control","Pulse60",100.878,101.017,100.451,100.878
42,NA,NA,1,"7970","control","Pulse60",100.742,100.883,99.8628,100.742
43,NA,NA,1,"7970","control","Pulse60",100.372,100.186,100.287,100.372
44,NA,NA,1,"7970","control","Pulse60",100.026,99.6098,100.301,100.026
45,NA,NA,1,"7970","control","Pulse60",100.157,99.8738,100.309,100.157
46,NA,NA,1,"7970","control","Pulse60",100.519,100.479,100.082,100.519
